IDENT,RAW,GOLD,digitize_flagged
100021,CYL #4 INTAKE LEAKING. REPLACED GASKET. LEAK CHECK GOOD.,cylinder number 4 intake leaking. replaced gasket. leak check good.,False
100022,#2 & 4 CYLINDER ROCKER COVER GASKETS LEAKING. REMOVED & REPLACED ROCKER COVER GASKETS. CLEANED LEAKS,number 2 and number 4 cylinder rocker cover gaskets leaking. removed and replaced rocker cover gaskets. cleaned leaks,False
100023,ROCKER BOX COVER SCREWS ARE LOOSE. TIGHTENED SCREWS.,rocker box cover screws are loose. tightened screws.,False
100024,INDUCTION TUBE HOSE CLAMPS LOOSE (ALL CYL). TIGHTENED HOSE CLAMPS.,"induction tube hose clamps loose, all cylinders. tightened hose clamps.",False
100025,"#1 INTAKE GASKET LEAKING. REMOVED INTAKE TUBE, FOUND TUBE TO BE CRACKED. REMOVED","number 1 intake gasket leaking. removed intake tube, found tube to be cracked. removed",False
100026,INDUCTION TUBE HOSE CLAMPS LOOSE (ALL CYLS). TIGHTENED HOSE CLAMPS.,"induction tube hose clamps loose, all cylinders. tightened hose clamps.",False
100027,R/H MAG BLAST TUBE FELL OFF. REMOVED R/H AFT BAFFLE TO FACILITATE REPAIR. FABRICATED,right-hand magneto blast tube fell off. removed right-hand aft baffle to facilitate repair.,False
100028,"ON START UP, ENGINE BEGAN TO RUN ROUGH. RAN ENGINE @ 1200 RP. INSPECTED CYL 1, 2 & 4 IAW  - CK'ED OK. REMOVED","on start up, engine began to run rough. ran engine at 1200 rpm. inspected cylinders 1, 2 and 4 in accordance with reference manual. checked ok. removed",False
100029,"ON START UP, ENGINE BEGAN TO RUN ROUGH. RAN ENGINE @ 1200 RP. PERFORMED COMPRESSION CHECK, CYL #3 INDICATED ZERO PSI.","on start up, engine began to run rough. ran engine at 1200 rpm. performed compression check, cylinder number 3 indicated 0 psi.",False
100030,"ON START UP, ENGINE BEGAN TO RUN ROUGH. RAN ENGINE @ 1200 RP. COMPLETED BAFFLE INSTALL, OIL FILLER TUBE, SPARK PLUGS.","on start up, engine began to run rough. ran engine at 1200 rpm. completed baffle installation, oil filler tube, spark plugs.",False
100031,#4 ROCKER COVER GASKET LEAKING. REPLACED GASKET.,number 4 rocker cover gasket leaking. replaced gasket.,False
100032,RIGHT ENG #4 AIR BAFFLE IS CRACKED. REMOVED & REPLACED #4 AIR BAFFLE.,right engine number 4 air baffle is cracked. removed and replaced number 4 air baffle.,False
100033,R/H ENG FWD ALT ATTACH BOLT LOOSE. SECURED ALT ATTACH BOLT & RESAFETIED.,right-hand engine forward alternator attach bolt loose. secured alternator attach bolt and resafetied.,False
100034,L/H ENGINE #4 AFT BAFFLE CRACKED IN MULTIPLE PLACES. REPLACED BAFFLE ASSY.,left-hand engine number 4 aft baffle cracked in multiple places. replaced baffle assembly.,False
100035,"RIGHT ENG, ALL VALVE COVERS ARE LEAKING. REMOVED & REPLACED ALL ROCKER GASKETS.","right engine, all valve covers are leaking. removed and replaced all rocker gaskets.",False
100036,L/H ENGINE ALL 4 ROCKER COVER GASKETS LEAKING. REPLACED ALL ROCKER COVER GASKETS.,left-hand engine all 4 rocker cover gaskets leaking. replaced all rocker cover gaskets.,False
100037,"L/H ENG #2 INTAKE LEAKING. REMOVED TUBE, FOUND TO BE CRACKED. REMOVED TUBE FROM CO","left-hand engine number 2 intake leaking. removed tube, found to be cracked. removed tube",False
100038,"IN FLIGHT, ENGINE BECAME ROUGH. DISCOVERED RIGHT MAG INOP. E. RAN A/C, MAGS CHECK GOOD. POWER & LEAK CHECK GOOD.","in flight, engine became rough. discovered right magneto inoperable. ran aircraft, magnetos check good. power and leak check good.",False
100039,"IN FLIGHT, ENGINE BECAME ROUGH. DISCOVERED RIGHT MAG INOP. E. REMOVED #3 CYL, DISCONNECTED FUEL DISTRIBUTOR LINE TO G","in flight, engine became rough. discovered right magneto inoperable. removed number 3 cylinder, disconnected fuel distributor line",False
100040,"IN FLIGHT, ENGINE BECAME ROUGH. DISCOVERED RIGHT MAG INOP. E. REASSEMBLED ENGINE, #3 CYL DRY TAPPET CLEARANCE CHECK G","in flight, engine became rough. discovered right magneto inoperable. reassembled engine, number 3 cylinder dry tappet clearance check good",False
100041,#4 INTAKE LEAKING. REMOVED & REPLACED #4 INTAKE GASKET.,number 4 intake leaking. removed and replaced number 4 intake gasket.,False
100042,#3 ROCKER COVER GASKET LEAKING. REMOVED & REPLACED #3 ROCKER COVER GASKET.,number 3 rocker cover gasket leaking. removed and replaced number 3 rocker cover gasket.,False
100043,TOP L/H BAFFLE HAS A CRACK. STOP DRILLED CRACK.,top left-hand baffle has a crack. stop drilled crack.,False
100044,OIL DIPSTICK OIL STICK IS LOOSE. REMOVED & REPLACED DIPSTICK.,oil dipstick oil stick is loose. removed and replaced dipstick.,False
100045,#3 BRAKE MISSING SCREW. REPLACED SCREW.,number 3 brake missing screw. replaced screw.,False
100046,BAFFLE SEALS ON R/H SIDE ARE TORN. APPLIED SILICONE TO TORN AREAS.,baffle seals on right-hand side are torn. applied silicone to torn areas.,False
100047,#2 & 4 ROCKER COVERS ARE LEAKING. REMOVED & REPLACED #2 & 4 ROCKER COVER GASKETS.,number 2 and number 4 rocker covers are leaking. removed and replaced number 2 and number 4 rocker cover gaskets.,False
100048,#3 AFT BAFFLE BRACKET LOOSE. REMOVED & REPLACED MISSING RIVETS W/ SCREWS & NUTS.,number 3 aft baffle bracket loose. removed and replaced missing rivets with screws and nuts.,False
100049,#4 CYL ROCKER COVER IS LEAKING. REMOVED & REPLACED GASKET.,number 4 cylinder rocker cover is leaking. removed and replaced gasket.,False
100050,"#1, 2, & 6 COWL MOUNTS ARE TORN. REMOVED & REPLACED MOUNTS.","numbers 1, 2 and 6 cowl mounts are torn. removed and replaced mounts.",False
100051,#4 INTAKE LEAKING. REMOVED & REPLACED GASKET.,number 4 intake leaking. removed and replaced gasket.,False
100052,#2 & 4 ROCKER COVERS LEAKING. REMOVED & REPLACED GASKETS.,number 2 and number 4 rocker covers leaking. removed and replaced gaskets.,False
100053,#4 INTAKE IS LEAKING. REPLACED GASKET & INSPECTED INTAKE TUBE.,number 4 intake is leaking. replaced gasket and inspected intake tube.,False
100054,"DURING IDLE CHECK ON RUN UP, ENGINE QUIT. RESTART ENGINE. ADJUSTED IDLE SETTING, IDLE INDICATING 650 RPM DURING R","during idle check on run up, engine quit. restart engine. adjusted idle setting, idle indicating 650 rpm during run up",False
100055,L/H BAFFLE PLUG WORN. REMOVED & REPLACED PLUG.,left-hand baffle plug worn. removed and replaced plug.,False
100056,#1 ROCKER COVER LEAKING. REMOVED & REPLACED GASKET.,number 1 rocker cover leaking. removed and replaced gasket.,False
100057,L/H ENGINE #2 & 4 SIDE BAFFLE SEALS LOOSE. SECURED SEALS.,left-hand engine number 2 and number 4 side baffle seals loose. secured seals.,False
100058,R/H ENGINE #3 AFT BAFFLE SEAL IS LOOSE. SECURED BAFFLE SEAL.,right-hand engine number 3 aft baffle seal is loose. secured baffle seal.,False
100059,#3 ROCKER COVER GASKET TORN. REMOVED & REPLACED #3 ROCKER COVER GASKET.,number 3 rocker cover gasket torn. removed and replaced number 3 rocker cover gasket.,False
100060,#4 ROCKER COVER GASKET TORN. REMOVED & REPLACED #4 ROCKER COVER GASKET.,number 4 rocker cover gasket torn. removed and replaced number 4 rocker cover gasket.,False
100061,#1 ROCKER COVER GASKET LEAKING. REMOVED & REPLACED ROCKER COVER W/ NEW.,number 1 rocker cover gasket leaking. removed and replaced rocker cover with new.,False
100062,DURING GROUND RUN PILOT NOTICED HIGH OIL PRESS (ENGINE). ADJUSTED ENGINE OIL PRESS RELIEF VALVE.,"during ground run pilot noticed high oil pressure, engine. adjusted engine oil pressure relief valve.",False
100063,"DURING GROUND RUN PILOT NOTICED HIGH OIL PRESS (ENGINE). A/C WAS GROUND RAN TO FULL PWR, OIL PRESS CHECKED OK.","during ground run pilot noticed high oil pressure, engine. aircraft was ground ran to full power, oil pressure checked ok.",False
100064,STUDENT COULDN'T START A/C. STARTED A/C FOR STUDENT.,student couldn't start aircraft. started aircraft for student.,False
100065,"VACUUM TUBE & OIL COOLER LINE ARE RUBBING TOGETHER. MOVED ADEL CLAMP & APPLIED 2 ZIP TIES, NO DEFECTS NOTED","vacuum tube and oil cooler line are rubbing together. moved clamp and applied 2 zip ties, no defects noted",False
100066,"AFTER LANDING, A/C IDLE @ 970 RPM. ADJUSTED IDLE SETTING BY LOWERING. IDLE SETTING W/IN MA","after landing, aircraft idle at 970 rpm. adjusted idle setting by lowering. idle setting within manufacturer's limits",False
100067,FUEL PRESS 32 - 33 W/ JUMPS INTO RED. CLEANED TRANSDUCER GROUND PATH. FUEL PRESS CHECKED GOOD,fuel pressure 32 to 33 with jumps into red. cleaned transducer ground path. fuel pressure checked good,False
100068,R/H ENG #2 INTAKE LEAKS. REPLACED GASKET.,right-hand engine number 2 intake leaks. replaced gasket.,False
100069,L/H ENG #4 CYL BAFFLE CRACKED. STOP DRILLED CRACK.,left-hand engine number 4 cylinder baffle cracked. stop drilled crack.,False
100070,R/H ENG #4 CYL BAFFLE CRACKED. STOP DRILLED CRACK.,right-hand engine number 4 cylinder baffle cracked. stop drilled crack.,False
100071,"LAST DAILY SHUT DOWN IDLE OVER RIDE SPEED CHECK - ENGINE RPM. RAN A/C, ADJUSTED IDLE SPEED. CHECKS GOOD.","last daily shutdown idle override speed check, engine rpm. ran aircraft, adjusted idle speed. checks good.",False
100072,#2 & 4 SIDE BAFFLE BRACE BROKEN. FABRICATED BRACE FROM LIKE MATERIAL & INSTALLED.,number 2 and number 4 side baffle brace broken. fabricated brace from like material and installed.,False
100073,#4 CYL INTAKE GASKET IS LEAKING. REMOVED & REPLACED GASKET.,number 4 cylinder intake gasket is leaking. removed and replaced gasket.,False
100074,#4 ROCKER BOX COVER GASKET LEAKING. REMOVED & REPLACED ROCKER COVER GASKET.,number 4 rocker box cover gasket leaking. removed and replaced rocker cover gasket.,False
100075,BAFFLE PLUG HOLE WORN. INSTALLED PATCH & NEW PLUG.,baffle plug hole worn. installed patch and new plug.,False
100076,"ENGINE STARTED RUNNING ROUGH & VIBRATING A LOT. RAN A/C, OPS & LEAK CHECK GOOD.","engine started running rough and vibrating a lot. ran aircraft, operations and leak check good.",False
100077,ENGINE STARTED RUNNING ROUGH & VIBRATING A LOT. RAN A/C. CONFIRMED DISCREPANCY. FOUND #3 CYL HAD VERY L,engine started running rough and vibrating a lot. ran aircraft. confirmed discrepancy. found number 3 cylinder had very low compression,False
100078,ENGINE STARTED RUNNING ROUGH & VIBRATING A LOT. COMPLETED REASSEMBLY OF #3 CYL ASSY. INSTALLED NEW INTA,engine started running rough and vibrating a lot. completed reassembly of number 3 cylinder assembly. installed new intake valve,False
100079,ENGINE STARTED RUNNING ROUGH & VIBRATING A LOT. REMOVED #3 CYL. INSTALLED SERVICEABLE CYL ASSY. TORQUED,engine started running rough and vibrating a lot. removed number 3 cylinder. installed serviceable cylinder assembly.,False
100080,"ENGINE STARTED RUNNING ROUGH & VIBRATING A LOT. DISASSEMBLED #1, 2, 4 EXHAUST VALVES, REAMED GUIDES IAW","engine started running rough and vibrating a lot. disassembled numbers 1, 2 and 4 exhaust valves, reamed guides in accordance with reference manual",False
100081,#2 INTAKE LEAKS. REPLACED GASKET.,number 2 intake leaks. replaced gasket.,False
100082,#4 INTAKE LEAKS. REPLACED GASKET.,number 4 intake leaks. replaced gasket.,False
100083,#3 INTAKE TUBE GASKET IS LEAKING. REPLACED GASKET.,number 3 intake tube gasket is leaking. replaced gasket.,False
100084,#3 & 4 ROCKER COVER GASKETS ARE LEAKING. REPLACED GASKETS.,number 3 and number 4 rocker cover gaskets are leaking. replaced gaskets.,False
100085,"ENGINE WOULD NOT START. STARTED ENGINE, LEANED MIXTURE TO CLEAN SPARK PLUGS. MA","engine would not start. started engine, leaned mixture to clean spark plugs.",False
100086,#2 INTAKE IS LEAKING. REMOVED & REPLACED #2 INTAKE GASKET.,number 2 intake is leaking. removed and replaced number 2 intake gasket.,False
100087,"TOP FRONT R/H BAFFLE, BAFFLE SEAL RIVET PULLED THROUGH. DRILLED OUT RIVET & INSTALLED SCREW & NUT TO ATTACH R/H","top front right-hand baffle, baffle seal rivet pulled through. drilled out rivet and installed screw and nut to attach right-hand",False
100088,ROCKER BOX COVER SCREWS LOOSE. TIGHTENED SCREWS.,rocker box cover screws loose. tightened screws.,False
100089,#2 INDUCTION TUBE GASKET LEAKING. REMOVED & REPLACED #2 INDUCTION TUBE GASKET.,number 2 induction tube gasket leaking. removed and replaced number 2 induction tube gasket.,False
100090,#2 & 4 ROCKER COVERS ARE LEAKING. REMOVED & REPLACED GASKETS.,number 2 and number 4 rocker covers are leaking. removed and replaced gaskets.,False
100091,#1 INTAKE LEAKING. REMOVED & REPLACED #1 INTAKE GASKET W/ NEW.,number 1 intake leaking. removed and replaced number 1 intake gasket with new.,False
100092,#3 & 4 ROCKER COVERS LEAKING. REMOVED & REPLACED #3 & 4 ROCKER COVER GASKETS W/ NEW.,number 3 and number 4 rocker covers leaking. removed and replaced number 3 and number 4 rocker cover gaskets with new.,False
100093,#1 ROCKER COVER IS LEAKING. REMOVED & REPLACED ROCKER COVER GASKET.,number 1 rocker cover is leaking. removed and replaced rocker cover gasket.,False
100094,L/H ENG #4 CYL INTAKE GASKET IS LEAKING. REMOVED & REPLACED #4 INTAKE GASKET W/ NEW.,left-hand engine number 4 cylinder intake gasket is leaking. removed and replaced number 4 intake gasket with new.,False
100095,ROCKER BOX COVER SCREWS LOOSE. TIGHTENED SCREWS.,rocker box cover screws loose. tightened screws.,False
100096,#4 ROCKER COVER LEAKING. REMOVED & REPLACED #4 ROCKER COVER GASKET.,number 4 rocker cover leaking. removed and replaced number 4 rocker cover gasket.,False
100097,#2 OIL RETURN LINE HOSE CLAMP IS LOOSE. TIGHTENED HOSE CLAMP.,number 2 oil return line hose clamp is loose. tightened hose clamp.,False
100098,ROUGH RUNNING ENGINE ON START. ENGINE RAN SMOOTHER AS IT WAR. FINISHED REAMING ALL 4 EXHAUST VALVE GUIDES. INSTALLED,rough running engine on start. engine ran smoother as it warmed up. finished reaming all 4 exhaust valve guides.,False
100099,"ROUGH RUNNING ENGINE ON START. ENGINE RAN SMOOTHER AS IT WAR. REMOVED COWLING, REMOVED ALL SPARK PLUGS. REAMED #3 EXH","rough running engine on start. engine ran smoother as it warmed up. removed cowling, removed all spark plugs. reamed number 3 exhaust valve guide",False
100100,#3 ROCKER COVER IS LEAKING. REMOVED & REPLACED GASKET.,number 3 rocker cover is leaking. removed and replaced gasket.,False
100101,"OIL FOUND ON ENTIRE RIGHT SIDE OF FUSELAGE. REMOVED COWLING, CLEANED ENGINE, PERFORMED ENGINE RUN U","oil found on entire right side of fuselage. removed cowling, cleaned engine, performed engine run up",False
100102,R/H ENGINE #4 CYL BAFFLE BOLT MISSING. INSTALLED NEW BOLT.,right-hand engine number 4 cylinder baffle bolt missing. installed new bolt.,False
100103,"R/H ENGINE #1 & 4 ROCKER COVERS LEAKING. REMOVED & REPLACED R/H ROCKER COVER GASKETS, 1 & 4.","right-hand engine number 1 and number 4 rocker covers leaking. removed and replaced right-hand rocker cover gaskets, 1 and 4.",False
100104,"L/H ENGINE #1 & 3 ROCKER COVERS LEAKING. REMOVED & REPLACED L/H ENGINE ROCKER COVER GASKETS, 1 &","left-hand engine number 1 and number 3 rocker covers leaking. removed and replaced left-hand engine rocker cover gaskets, 1 and 3",False
100105,ENGINE DIED DURING MAG CK. STARTED A/C USING FLOODED START PROCEDURE & RAN A/C TO,engine died during magneto check. started aircraft using flooded start procedure,False
100106,#3 ROCKER COVER GASKET LEAKING. REMOVED & REPLACED #3 ROCKER COVER GASKET.,number 3 rocker cover gasket leaking. removed and replaced number 3 rocker cover gasket.,False
100107,"#2, 4 ROCKER COVER GASKET LEAKING. REMOVED & REPLACED #2 & 4 ROCKER COVER GASKETS.",number 2 and number 4 rocker cover gasket leaking. removed and replaced number 2 and number 4 rocker cover gaskets.,False
100108,#2 & 4 CYL OIL RETURN LINE CLAMPS LOOSE. TIGHTENED CLAMPS.,number 2 and number 4 cylinder oil return line clamps loose. tightened clamps.,False
100109,R/H ENGINE #2 INTAKE GASKET LEAKING. REMOVED & REPLACED GASKET.,right-hand engine number 2 intake gasket leaking. removed and replaced gasket.,False
100110,BAFFLE SEALS UNDER BOTH PROP GOVERNORS ARE LOOSE. RESECURED BAFFLE SEALS.,baffle seals under both propeller governors are loose. resecured baffle seals.,False
100111,L/H ENGINE #4 AFT BAFFLE CRACKED IN MULTIPLE PLACES. INSTALLED REPAIRED BAFFLING.,left-hand engine number 4 aft baffle cracked in multiple places. installed repaired baffling.,False
100112,L/H ENGINE #4 AFT BAFFLE CRACKED IN MULTIPLE PLACES. REMOVED BAFFLE & SWAPPED ACCESSORIES.,left-hand engine number 4 aft baffle cracked in multiple places. removed baffle and swapped accessories.,False
100113,#2 INTAKE IS LEAKING. REMOVED & REPLACED INTAKE GASKET.,number 2 intake is leaking. removed and replaced intake gasket.,False
100114,#1 L/H INTAKE HAS LARGE GOUGE. REMOVED & REPLACED #1 L/H INTAKE PIPE W/ SERVICEABLE PI,number 1 left-hand intake has large gouge. removed and replaced number 1 left-hand intake pipe with serviceable pipe,False
100115,L/H ENGINE #3 ROCKER COVER LEAKING. REMOVED & REPLACED L/H ENGINE #3 ROCKER COVER GASKET.,left-hand engine number 3 rocker cover leaking. removed and replaced left-hand engine number 3 rocker cover gasket.,False
100116,#2 CYLINDER HAS LOW COMPRESSION. REMOVED ROCKER COVER & STAKED INTAKE VALVE. PASSED COMP,number 2 cylinder has low compression. removed rocker cover and staked intake valve. passed compression check,False
100117,#4 ROCKER COVER IS LEAKING. REPLACED GASKET.,number 4 rocker cover is leaking. replaced gasket.,False
100118,L/H SIDE OF ENG FWD RUBBER SEAL LOOSE. SECURED BAFFLE SEAL.,left-hand side of engine forward rubber seal loose. secured baffle seal.,False
100119,#1 & 3 ROCKER COVER GASKETS ARE LEAKING. REMOVED & REPLACED GASKETS.,number 1 and number 3 rocker cover gaskets are leaking. removed and replaced gaskets.,False
100120,R/H BAFFLE FRONT SIDE HAS A CRACK. STOP DRILLED CRACK & FABRICATED PATCH W/ LIKE MATERIAL.,right-hand baffle front side has a crack. stop drilled crack and fabricated patch with like material.,False
100121,CYL #4 INTAKE IS LEAKING. REPLACED INTAKE GASKET.,cylinder number 4 intake is leaking. replaced intake gasket.,False
100122,#2 INTAKE IS LEAKING. REMOVED & REPLACED #2 INTAKE GASKET.,number 2 intake is leaking. removed and replaced number 2 intake gasket.,False
100123,#4 ROCKER COVER IS LEAKING. REMOVED & REPLACED #4 ROCKER GASKET.,number 4 rocker cover is leaking. removed and replaced number 4 rocker gasket.,False
100124,R/H ENG #4 CYL INTAKE GASKET IS LEAKING. INSTALLED NEW #4 INTAKE GASKET.,right-hand engine number 4 cylinder intake gasket is leaking. installed new number 4 intake gasket.,False
100125,SCREW IS MISSING ON #3 CYL BAFFLE. INSTALLED NEW SCREW.,screw is missing on number 3 cylinder baffle. installed new screw.,False
100126,R/H FRONT BAFFLE SEAL LOOSE. RESECURED R/H FRONT BAFFLE SEAL.,right-hand front baffle seal loose. resecured right-hand front baffle seal.,False
100127,"TOP BACK L/H CORNER BAFFLE IS CRACKED. STOP DRILLED CRACK, FABRICATED PATCH W/ LIKE MATERIAL.","top back left-hand corner baffle is cracked. stop drilled crack, fabricated patch with like material.",False
100128,#2 CYL INTAKE GASKET IS LEAKING. REMOVED & REPLACED GASKET.,number 2 cylinder intake gasket is leaking. removed and replaced gasket.,False
100129,#2 & 3 ROCKER COVER GASKETS ARE LEAKING. REMOVED & REPLACED GASKETS.,number 2 and number 3 rocker cover gaskets are leaking. removed and replaced gaskets.,False
100130,ENGINE STARTED RUNNING ROUGH SHORTLY AFTER TAKEOFF & LANDED. RAN ENGINE BRIEFLY & NOTED THAT ENGINE WAS NOT RUNNING,engine started running rough shortly after takeoff and landed. ran engine briefly and noted that engine was not running,False
100131,"ENGINE STARTED RUNNING ROUGH SHORTLY AFTER TAKEOFF & LANDED. FREED EXHAUST VALVE, INSPECTED & FOUND TO BE SERVICEABL","engine started running rough shortly after takeoff and landed. freed exhaust valve, inspected and found to be serviceable",False
100132,#1 & 3 INTAKES LEAKING. REMOVED & REPLACED #1 & 3 ROCKER COVER GASKETS.,number 1 and number 3 intakes leaking. removed and replaced number 1 and number 3 rocker cover gaskets.,False
100133,#2 & 4 ROCKER COVER LEAKING. REMOVED & REPLACED ROCKER COVER GASKETS.,number 2 and number 4 rocker cover leaking. removed and replaced rocker cover gaskets.,False
100134,R/H AFT BAFFLE MOUNT RIVETS ARE SHEARED. DISCONNECTED LINES & WIRES TO REMOVE BAFFLE. REMOVED BA,right-hand aft baffle mount rivets are sheared. disconnected lines and wires to remove baffle. removed baffle,False
100135,"CHT NEEDLE BOUNCES & HAD ENGINE RUN ROUGH MOMENTARILY. REMOVED & REPLACED CHT PROBE. INSP ENGINE, NO DEFECTS N","cht needle bounces and had engine run rough momentarily. removed and replaced cht probe. inspected engine, no defects noted",False
100136,NOTED WEAR ON ENGINE MOUNT CAUSED BY ENGINE BREATHER SUPPORT. OPS & LEAK CHECK GOOD.,noted wear on engine mount caused by engine breather support. operations and leak check good.,False
100137,NOTED WEAR ON ENGINE MOUNT CAUSED BY ENGINE BREATHER SUPPORT. FINISHED INSTALLATION OF ENGINE.,noted wear on engine mount caused by engine breather support. finished installation of engine.,False
100138,"NOTED WEAR ON ENGINE MOUNT CAUSED BY ENGINE BREATHER SUPPORT. REMOVED ENGINE. REPLACED ENGINE MOUNT, TORQUED ENGINE M","noted wear on engine mount caused by engine breather support. removed engine. replaced engine mount, torqued engine mount",False
100139,"L/H ENGINE #2, 3 & 4 INTAKES ARE LEAKING. REPLACED ALL 3 GASKETS.","left-hand engine numbers 2, 3 and 4 intakes are leaking. replaced all 3 gaskets.",False
100140,L/H ENGINE #3 ROCKER COVER IS LEAKING. REMOVED & REPLACED GASKET.,left-hand engine number 3 rocker cover is leaking. removed and replaced gasket.,False
100141,R/H ENGINE #2 & 4 ROCKER COVERS ARE LEAKING. REPLACED #2 & 4 ROCKER COVERS.,right-hand engine number 2 and number 4 rocker covers are leaking. replaced number 2 and number 4 rocker covers.,False
100142,R/H ENGINE #3 & 4 INTAKE TUBES ARE LEAKING. REPLACED #3 & 4 INTAKE GASKETS.,right-hand engine number 3 and number 4 intake tubes are leaking. replaced number 3 and number 4 intake gaskets.,False
100143,"L/H ENGINE, LEFT AFT BAFFLE ANGLE BRACKET IS CRACKED. REMOVED BRACE, STOP DRILLED CRACK. INSTALLED W/ LARGE A","left-hand engine, left aft baffle angle bracket is cracked. removed brace, stop drilled crack.",False
100144,ROCKER BOX COVER SCREWS LOOSE. RETORQUED SCREWS.,rocker box cover screws loose. retorqued screws.,False
100145,#2 ROCKER BOX COVER GASKET LEAKING. INSTALLED NEW #2 ROCKER BOX COVER GASKET.,number 2 rocker box cover gasket leaking. installed new number 2 rocker box cover gasket.,False
100146,#4 ROCKER COVER GASKET LEAKING. INSTALLED NEW #4 ROCKER BOX COVER GASKET.,number 4 rocker cover gasket leaking. installed new number 4 rocker box cover gasket.,False
100147,LEFT BRAKE LININGS ARE WORN OUT. REPLACED BRAKE LININGS.,left brake linings are worn out. replaced brake linings.,False
100148,RIGHT ENG #3 ROCKER COVER IS LEAKING. REMOVED & REPLACED #3 ROCKER COVER.,right engine number 3 rocker cover is leaking. removed and replaced number 3 rocker cover.,False
100149,ENGINE OVERSPEED UP TO 3400 RPM @ TERMINATION OF AN AUTO. LEAK CHECK GOOD.,engine overspeed up to 3400 rpm at termination of an autorotation. leak check good.,False
100150,ENGINE OVERSPEED UP TO 3400 RPM @ TERMINATION OF AN AUTO. BEGAN VALVE TRAIN OVERSPEED INSP.,engine overspeed up to 3400 rpm at termination of an autorotation. began valve train overspeed inspection,False
100151,ENGINE OVERSPEED UP TO 3400 RPM @ TERMINATION OF AN AUTO. BEGAN ENG OVERSPEED INSP IAW . IDENTIFIED & CORR,engine overspeed up to 3400 rpm at termination of an autorotation. began engine overspeed inspection in accordance with reference manual. identified and corrected,False
