record_id,system,raw_text,prediction_text,problem_raw,action_raw,problem_candidate,action_candidate,problem_normalized,action_normalized,problem_candidate_grounded,action_candidate_grounded,problem_fallback,action_fallback,protected_tokens_preserved
100012,rules,L/H REAR ENGINE BAFFLE CRACKED. STOP DRILLED CRACK.,LEFT-HAND REAR ENGINE BAFFLE CRACKED. STOP DRILLED CRACK.,L/H REAR ENGINE BAFFLE CRACKED.,STOP DRILLED CRACK.,LEFT-HAND REAR ENGINE BAFFLE CRACKED.,STOP DRILLED CRACK.,LEFT-HAND REAR ENGINE BAFFLE CRACKED.,STOP DRILLED CRACK.,True,True,none,none,True
100013,rules,INDUCTION TUBE HOSE CLAMPS LOOSE (ALL CYLS). TIGHTENED HOSE CLAMPS.,INDUCTION TUBE HOSE CLAMPS LOOSE (ALL CYLS). TIGHTENED HOSE CLAMPS.,INDUCTION TUBE HOSE CLAMPS LOOSE (ALL CYLS).,TIGHTENED HOSE CLAMPS.,INDUCTION TUBE HOSE CLAMPS LOOSE (ALL CYLS).,TIGHTENED HOSE CLAMPS.,INDUCTION TUBE HOSE CLAMPS LOOSE (ALL CYLS).,TIGHTENED HOSE CLAMPS.,True,True,none,none,True
100014,rules,"#1, 2 & 3 ROCKER BOX COVER GASKETS LEAKING. INSTALLED NEW ROCKER BOX COVER GASKETS.","NUMBER 1, 2 AND 3 ROCKER BOX COVER GASKETS LEAKING. INSTALLED NEW ROCKER BOX COVER GASKETS.","#1, 2 & 3 ROCKER BOX COVER GASKETS LEAKING.",INSTALLED NEW ROCKER BOX COVER GASKETS.,"NUMBER 1, 2 AND 3 ROCKER BOX COVER GASKETS LEAKING.",INSTALLED NEW ROCKER BOX COVER GASKETS.,"NUMBER 1, 2 AND 3 ROCKER BOX COVER GASKETS LEAKING.",INSTALLED NEW ROCKER BOX COVER GASKETS.,True,True,none,none,True
100015,rules,#2 ROCKER COVER GASKET LEAKING. REMOVED & REPLACED #2 ROCKER COVER GASKET.,NUMBER 2 ROCKER COVER GASKET LEAKING. REMOVED AND REPLACED NUMBER 2 ROCKER COVER GASKET.,#2 ROCKER COVER GASKET LEAKING.,REMOVED & REPLACED #2 ROCKER COVER GASKET.,NUMBER 2 ROCKER COVER GASKET LEAKING.,REMOVED AND REPLACED NUMBER 2 ROCKER COVER GASKET.,NUMBER 2 ROCKER COVER GASKET LEAKING.,REMOVED AND REPLACED NUMBER 2 ROCKER COVER GASKET.,True,True,none,none,True
100016,rules,#1 & 3 ROCKER COVER GASKET LEAKING. REMOVED & REPLACED #1 & 3 ROCKER COVER GASKET.,NUMBER 1 AND 3 ROCKER COVER GASKET LEAKING. REMOVED AND REPLACED NUMBER 1 AND 3 ROCKER COVER GASKET.,#1 & 3 ROCKER COVER GASKET LEAKING.,REMOVED & REPLACED #1 & 3 ROCKER COVER GASKET.,NUMBER 1 AND 3 ROCKER COVER GASKET LEAKING.,REMOVED AND REPLACED NUMBER 1 AND 3 ROCKER COVER GASKET.,NUMBER 1 AND 3 ROCKER COVER GASKET LEAKING.,REMOVED AND REPLACED NUMBER 1 AND 3 ROCKER COVER GASKET.,True,True,none,none,True
100017,rules,ROCKER BOX COVER SCREWS LOOSE. TIGHTENED SCREWS.,ROCKER BOX COVER SCREWS LOOSE. TIGHTENED SCREWS.,ROCKER BOX COVER SCREWS LOOSE.,TIGHTENED SCREWS.,ROCKER BOX COVER SCREWS LOOSE.,TIGHTENED SCREWS.,ROCKER BOX COVER SCREWS LOOSE.,TIGHTENED SCREWS.,True,True,none,none,True
100018,rules,#1 ENGINE BAFFLE CRACKED. FABRICATED PATCH OF LIKE MATERIAL & RIVETED IAW,NUMBER 1 ENGINE BAFFLE CRACKED. FABRICATED PATCH OF LIKE MATERIAL AND RIVETED IN ACCORDANCE WITH,#1 ENGINE BAFFLE CRACKED.,FABRICATED PATCH OF LIKE MATERIAL & RIVETED IAW,NUMBER 1 ENGINE BAFFLE CRACKED.,FABRICATED PATCH OF LIKE MATERIAL AND RIVETED IN ACCORDANCE WITH,NUMBER 1 ENGINE BAFFLE CRACKED.,FABRICATED PATCH OF LIKE MATERIAL AND RIVETED IN ACCORDANCE WITH,True,True,none,none,True
100019,rules,#1 INTAKE GASKET LEAKING. REPLACED W/ NEW GASKET.,NUMBER 1 INTAKE GASKET LEAKING. REPLACED WITH NEW GASKET.,#1 INTAKE GASKET LEAKING.,REPLACED W/ NEW GASKET.,NUMBER 1 INTAKE GASKET LEAKING.,REPLACED WITH NEW GASKET.,NUMBER 1 INTAKE GASKET LEAKING.,REPLACED WITH NEW GASKET.,True,True,none,none,True
100020,rules,ROCKER COVER FOR CYL #1 IS LEAKING. REPLACED ROCKER COVER.,ROCKER COVER FOR CYLINDER NUMBER 1 IS LEAKING. REPLACED ROCKER COVER.,ROCKER COVER FOR CYL #1 IS LEAKING.,REPLACED ROCKER COVER.,ROCKER COVER FOR CYLINDER NUMBER 1 IS LEAKING.,REPLACED ROCKER COVER.,ROCKER COVER FOR CYLINDER NUMBER 1 IS LEAKING.,REPLACED ROCKER COVER.,True,True,none,none,True
100021,rules,CYL #4 INTAKE LEAKING. REPLACED GASKET. LEAK CHECK GOOD.,CYLINDER NUMBER 4 INTAKE LEAKING. REPLACED GASKET. LEAK CHECK GOOD.,CYL #4 INTAKE LEAKING.,REPLACED GASKET. LEAK CHECK GOOD.,CYLINDER NUMBER 4 INTAKE LEAKING.,REPLACED GASKET. LEAK CHECK GOOD.,CYLINDER NUMBER 4 INTAKE LEAKING.,REPLACED GASKET. LEAK CHECK GOOD.,True,True,none,none,True
100022,rules,#2 & 4 CYLINDER ROCKER COVER GASKETS LEAKING. REMOVED & REPLACED ROCKER COVER GASKETS. CLEANED LEAKS,NUMBER 2 AND 4 CYLINDER ROCKER COVER GASKETS LEAKING. REMOVED AND REPLACED ROCKER COVER GASKETS. CLEANED LEAKS,#2 & 4 CYLINDER ROCKER COVER GASKETS LEAKING.,REMOVED & REPLACED ROCKER COVER GASKETS. CLEANED LEAKS,NUMBER 2 AND 4 CYLINDER ROCKER COVER GASKETS LEAKING.,REMOVED AND REPLACED ROCKER COVER GASKETS. CLEANED LEAKS,NUMBER 2 AND 4 CYLINDER ROCKER COVER GASKETS LEAKING.,REMOVED AND REPLACED ROCKER COVER GASKETS. CLEANED LEAKS,True,True,none,none,True
100023,rules,ROCKER BOX COVER SCREWS ARE LOOSE. TIGHTENED SCREWS.,ROCKER BOX COVER SCREWS ARE LOOSE. TIGHTENED SCREWS.,ROCKER BOX COVER SCREWS ARE LOOSE.,TIGHTENED SCREWS.,ROCKER BOX COVER SCREWS ARE LOOSE.,TIGHTENED SCREWS.,ROCKER BOX COVER SCREWS ARE LOOSE.,TIGHTENED SCREWS.,True,True,none,none,True
100024,rules,INDUCTION TUBE HOSE CLAMPS LOOSE (ALL CYL). TIGHTENED HOSE CLAMPS.,INDUCTION TUBE HOSE CLAMPS LOOSE (ALL CYLINDER). TIGHTENED HOSE CLAMPS.,INDUCTION TUBE HOSE CLAMPS LOOSE (ALL CYL).,TIGHTENED HOSE CLAMPS.,INDUCTION TUBE HOSE CLAMPS LOOSE (ALL CYLINDER).,TIGHTENED HOSE CLAMPS.,INDUCTION TUBE HOSE CLAMPS LOOSE (ALL CYLINDER).,TIGHTENED HOSE CLAMPS.,True,True,none,none,True
100025,rules,"#1 INTAKE GASKET LEAKING. REMOVED INTAKE TUBE, FOUND TUBE TO BE CRACKED. REMOVED","NUMBER 1 INTAKE GASKET LEAKING. REMOVED INTAKE TUBE, FOUND TUBE TO BE CRACKED. REMOVED",#1 INTAKE GASKET LEAKING.,"REMOVED INTAKE TUBE, FOUND TUBE TO BE CRACKED. REMOVED",NUMBER 1 INTAKE GASKET LEAKING.,"REMOVED INTAKE TUBE, FOUND TUBE TO BE CRACKED. REMOVED",NUMBER 1 INTAKE GASKET LEAKING.,"REMOVED INTAKE TUBE, FOUND TUBE TO BE CRACKED. REMOVED",True,True,none,none,True
100026,rules,INDUCTION TUBE HOSE CLAMPS LOOSE (ALL CYLS). TIGHTENED HOSE CLAMPS.,INDUCTION TUBE HOSE CLAMPS LOOSE (ALL CYLS). TIGHTENED HOSE CLAMPS.,INDUCTION TUBE HOSE CLAMPS LOOSE (ALL CYLS).,TIGHTENED HOSE CLAMPS.,INDUCTION TUBE HOSE CLAMPS LOOSE (ALL CYLS).,TIGHTENED HOSE CLAMPS.,INDUCTION TUBE HOSE CLAMPS LOOSE (ALL CYLS).,TIGHTENED HOSE CLAMPS.,True,True,none,none,True
100027,rules,R/H MAG BLAST TUBE FELL OFF. REMOVED R/H AFT BAFFLE TO FACILITATE REPAIR. FABRICATED,RIGHT-HAND MAGNETO BLAST TUBE FELL OFF. REMOVED RIGHT-HAND AFT BAFFLE TO FACILITATE REPAIR. FABRICATED,R/H MAG BLAST TUBE FELL OFF.,REMOVED R/H AFT BAFFLE TO FACILITATE REPAIR. FABRICATED,RIGHT-HAND MAGNETO BLAST TUBE FELL OFF.,REMOVED RIGHT-HAND AFT BAFFLE TO FACILITATE REPAIR. FABRICATED,RIGHT-HAND MAGNETO BLAST TUBE FELL OFF.,REMOVED RIGHT-HAND AFT BAFFLE TO FACILITATE REPAIR. FABRICATED,True,True,none,none,True
100028,rules,"ON START UP, ENGINE BEGAN TO RUN ROUGH. RAN ENGINE @ 1200 RP INSPECTED CYL 1, 2 & 4 IAW  - CK'ED OK. REMOVED","ON START UP, ENGINE BEGAN TO RUN ROUGH. RAN ENGINE AT 1200 RP INSPECTED CYLINDER 1, 2 AND 4 IN ACCORDANCE WITH - CHECKED OK. REMOVED","ON START UP, ENGINE BEGAN TO RUN ROUGH. RAN ENGINE @ 1200 RP","INSPECTED CYL 1, 2 & 4 IAW  - CK'ED OK. REMOVED","ON START UP, ENGINE BEGAN TO RUN ROUGH. RAN ENGINE AT 1200 RP","INSPECTED CYLINDER 1, 2 AND 4 IN ACCORDANCE WITH - CHECKED OK. REMOVED","ON START UP, ENGINE BEGAN TO RUN ROUGH. RAN ENGINE AT 1200 RP","INSPECTED CYLINDER 1, 2 AND 4 IN ACCORDANCE WITH - CHECKED OK. REMOVED",True,True,none,none,True
100029,rules,"ON START UP, ENGINE BEGAN TO RUN ROUGH. RAN ENGINE @ 1200 RP PERFORMED COMPRESSION CHECK, CYL #3 INDICATED ZERO PSI.","ON START UP, ENGINE BEGAN TO RUN ROUGH. RAN ENGINE AT 1200 RP PERFORMED COMPRESSION CHECK, CYLINDER NUMBER 3 INDICATED ZERO PSI.","ON START UP, ENGINE BEGAN TO RUN ROUGH. RAN ENGINE @ 1200 RP","PERFORMED COMPRESSION CHECK, CYL #3 INDICATED ZERO PSI.","ON START UP, ENGINE BEGAN TO RUN ROUGH. RAN ENGINE AT 1200 RP","PERFORMED COMPRESSION CHECK, CYLINDER NUMBER 3 INDICATED ZERO PSI.","ON START UP, ENGINE BEGAN TO RUN ROUGH. RAN ENGINE AT 1200 RP","PERFORMED COMPRESSION CHECK, CYLINDER NUMBER 3 INDICATED ZERO PSI.",True,True,none,none,True
100030,rules,"ON START UP, ENGINE BEGAN TO RUN ROUGH. RAN ENGINE @ 1200 RP COMPLETED BAFFLE INSTALL, OIL FILLER TUBE, SPARK PLUGS.","ON START UP, ENGINE BEGAN TO RUN ROUGH. RAN ENGINE AT 1200 RP COMPLETED BAFFLE INSTALL, OIL FILLER TUBE, SPARK PLUGS.","ON START UP, ENGINE BEGAN TO RUN ROUGH. RAN ENGINE @ 1200 RP","COMPLETED BAFFLE INSTALL, OIL FILLER TUBE, SPARK PLUGS.","ON START UP, ENGINE BEGAN TO RUN ROUGH. RAN ENGINE AT 1200 RP","COMPLETED BAFFLE INSTALL, OIL FILLER TUBE, SPARK PLUGS.","ON START UP, ENGINE BEGAN TO RUN ROUGH. RAN ENGINE AT 1200 RP","COMPLETED BAFFLE INSTALL, OIL FILLER TUBE, SPARK PLUGS.",True,True,none,none,True
100031,rules,#4 ROCKER COVER GASKET LEAKING. REPLACED GASKET.,NUMBER 4 ROCKER COVER GASKET LEAKING. REPLACED GASKET.,#4 ROCKER COVER GASKET LEAKING.,REPLACED GASKET.,NUMBER 4 ROCKER COVER GASKET LEAKING.,REPLACED GASKET.,NUMBER 4 ROCKER COVER GASKET LEAKING.,REPLACED GASKET.,True,True,none,none,True
100032,rules,RIGHT ENG #4 AIR BAFFLE IS CRACKED REMOVED & REPLACED #4 AIR BAFFLE.,RIGHT ENGINE NUMBER 4 AIR BAFFLE IS CRACKED REMOVED AND REPLACED NUMBER 4 AIR BAFFLE.,RIGHT ENG #4 AIR BAFFLE IS CRACKED,REMOVED & REPLACED #4 AIR BAFFLE.,RIGHT ENGINE NUMBER 4 AIR BAFFLE IS CRACKED,REMOVED AND REPLACED NUMBER 4 AIR BAFFLE.,RIGHT ENGINE NUMBER 4 AIR BAFFLE IS CRACKED,REMOVED AND REPLACED NUMBER 4 AIR BAFFLE.,True,True,none,none,True
100033,rules,R/H ENG FWD ALT ATTACH BOLT LOOSE. SECURED ALT ATTACH BOLT & RESAFETIED.,RIGHT-HAND ENGINE FORWARD ALTERNATOR ATTACH BOLT LOOSE. SECURED ALTERNATOR ATTACH BOLT AND RESAFETIED.,R/H ENG FWD ALT ATTACH BOLT LOOSE.,SECURED ALT ATTACH BOLT & RESAFETIED.,RIGHT-HAND ENGINE FORWARD ALTERNATOR ATTACH BOLT LOOSE.,SECURED ALTERNATOR ATTACH BOLT AND RESAFETIED.,RIGHT-HAND ENGINE FORWARD ALTERNATOR ATTACH BOLT LOOSE.,SECURED ALTERNATOR ATTACH BOLT AND RESAFETIED.,True,True,none,none,True
100034,rules,L/H ENGINE #4 AFT BAFFLE CRACKED IN MULTIPLE PLACES. REPLACED BAFFLE ASSY.,LEFT-HAND ENGINE NUMBER 4 AFT BAFFLE CRACKED IN MULTIPLE PLACES. REPLACED BAFFLE ASSEMBLY.,L/H ENGINE #4 AFT BAFFLE CRACKED IN MULTIPLE PLACES.,REPLACED BAFFLE ASSY.,LEFT-HAND ENGINE NUMBER 4 AFT BAFFLE CRACKED IN MULTIPLE PLACES.,REPLACED BAFFLE ASSEMBLY.,LEFT-HAND ENGINE NUMBER 4 AFT BAFFLE CRACKED IN MULTIPLE PLACES.,REPLACED BAFFLE ASSEMBLY.,True,True,none,none,True
100035,rules,"RIGHT ENG, ALL VALVE COVERS ARE LEAKING. REMOVED & REPLACED ALL ROCKER GASKETS.","RIGHT ENGINE, ALL VALVE COVERS ARE LEAKING. REMOVED AND REPLACED ALL ROCKER GASKETS.","RIGHT ENG, ALL VALVE COVERS ARE LEAKING.",REMOVED & REPLACED ALL ROCKER GASKETS.,"RIGHT ENGINE, ALL VALVE COVERS ARE LEAKING.",REMOVED AND REPLACED ALL ROCKER GASKETS.,"RIGHT ENGINE, ALL VALVE COVERS ARE LEAKING.",REMOVED AND REPLACED ALL ROCKER GASKETS.,True,True,none,none,True
100036,rules,L/H ENGINE ALL 4 ROCKER COVER GASKETS LEAKING. REPLACED ALL ROCKER COVER GASKETS.,LEFT-HAND ENGINE ALL 4 ROCKER COVER GASKETS LEAKING. REPLACED ALL ROCKER COVER GASKETS.,L/H ENGINE ALL 4 ROCKER COVER GASKETS LEAKING.,REPLACED ALL ROCKER COVER GASKETS.,LEFT-HAND ENGINE ALL 4 ROCKER COVER GASKETS LEAKING.,REPLACED ALL ROCKER COVER GASKETS.,LEFT-HAND ENGINE ALL 4 ROCKER COVER GASKETS LEAKING.,REPLACED ALL ROCKER COVER GASKETS.,True,True,none,none,True
100037,rules,"L/H ENG #2 INTAKE LEAKING. REMOVED TUBE, FOUND TO BE CRACKED. REMOVED TUBE FROM CO","LEFT-HAND ENGINE NUMBER 2 INTAKE LEAKING. REMOVED TUBE, FOUND TO BE CRACKED. REMOVED TUBE FROM CO",L/H ENG #2 INTAKE LEAKING.,"REMOVED TUBE, FOUND TO BE CRACKED. REMOVED TUBE FROM CO",LEFT-HAND ENGINE NUMBER 2 INTAKE LEAKING.,"REMOVED TUBE, FOUND TO BE CRACKED. REMOVED TUBE FROM CO",LEFT-HAND ENGINE NUMBER 2 INTAKE LEAKING.,"REMOVED TUBE, FOUND TO BE CRACKED. REMOVED TUBE FROM CO",True,True,none,none,True
100038,rules,"IN FLIGHT, ENGINE BECAME ROUGH. DISCOVERED RIGHT MAG INOP. E RAN A/C, MAGS CHECK GOOD. POWER & LEAK CHECK GOOD.","IN FLIGHT, ENGINE BECAME ROUGH. DISCOVERED RIGHT MAGNETO INOPERABLE. E RAN AIRCRAFT, MAGS CHECK GOOD. POWER AND LEAK CHECK GOOD.","IN FLIGHT, ENGINE BECAME ROUGH. DISCOVERED RIGHT MAG INOP. E","RAN A/C, MAGS CHECK GOOD. POWER & LEAK CHECK GOOD.","IN FLIGHT, ENGINE BECAME ROUGH. DISCOVERED RIGHT MAGNETO INOPERABLE. E","RAN AIRCRAFT, MAGS CHECK GOOD. POWER AND LEAK CHECK GOOD.","IN FLIGHT, ENGINE BECAME ROUGH. DISCOVERED RIGHT MAGNETO INOPERABLE. E","RAN AIRCRAFT, MAGS CHECK GOOD. POWER AND LEAK CHECK GOOD.",True,True,none,none,True
100039,rules,"IN FLIGHT, ENGINE BECAME ROUGH. DISCOVERED RIGHT MAG INOP. E REMOVED #3 CYL, DISCONNECTED FUEL DISTRIBUTOR LINE TO G","IN FLIGHT, ENGINE BECAME ROUGH. DISCOVERED RIGHT MAGNETO INOPERABLE. E REMOVED NUMBER 3 CYLINDER, DISCONNECTED FUEL DISTRIBUTOR LINE TO G","IN FLIGHT, ENGINE BECAME ROUGH. DISCOVERED RIGHT MAG INOP. E","REMOVED #3 CYL, DISCONNECTED FUEL DISTRIBUTOR LINE TO G","IN FLIGHT, ENGINE BECAME ROUGH. DISCOVERED RIGHT MAGNETO INOPERABLE. E","REMOVED NUMBER 3 CYLINDER, DISCONNECTED FUEL DISTRIBUTOR LINE TO G","IN FLIGHT, ENGINE BECAME ROUGH. DISCOVERED RIGHT MAGNETO INOPERABLE. E","REMOVED NUMBER 3 CYLINDER, DISCONNECTED FUEL DISTRIBUTOR LINE TO G",True,True,none,none,True
100040,rules,"IN FLIGHT, ENGINE BECAME ROUGH. DISCOVERED RIGHT MAG INOP. E REASSEMBLED ENGINE, #3 CYL DRY TAPPET CLEARANCE CHECK G","IN FLIGHT, ENGINE BECAME ROUGH. DISCOVERED RIGHT MAGNETO INOPERABLE. E REASSEMBLED ENGINE, NUMBER 3 CYLINDER DRY TAPPET CLEARANCE CHECK G","IN FLIGHT, ENGINE BECAME ROUGH. DISCOVERED RIGHT MAG INOP. E","REASSEMBLED ENGINE, #3 CYL DRY TAPPET CLEARANCE CHECK G","IN FLIGHT, ENGINE BECAME ROUGH. DISCOVERED RIGHT MAGNETO INOPERABLE. E","REASSEMBLED ENGINE, NUMBER 3 CYLINDER DRY TAPPET CLEARANCE CHECK G","IN FLIGHT, ENGINE BECAME ROUGH. DISCOVERED RIGHT MAGNETO INOPERABLE. E","REASSEMBLED ENGINE, NUMBER 3 CYLINDER DRY TAPPET CLEARANCE CHECK G",True,True,none,none,True
100041,rules,#4 INTAKE LEAKING. REMOVED & REPLACED #4 INTAKE GASKET.,NUMBER 4 INTAKE LEAKING. REMOVED AND REPLACED NUMBER 4 INTAKE GASKET.,#4 INTAKE LEAKING.,REMOVED & REPLACED #4 INTAKE GASKET.,NUMBER 4 INTAKE LEAKING.,REMOVED AND REPLACED NUMBER 4 INTAKE GASKET.,NUMBER 4 INTAKE LEAKING.,REMOVED AND REPLACED NUMBER 4 INTAKE GASKET.,True,True,none,none,True
100042,rules,#3 ROCKER COVER GASKET LEAKING. REMOVED & REPLACED #3 ROCKER COVER GASKET.,NUMBER 3 ROCKER COVER GASKET LEAKING. REMOVED AND REPLACED NUMBER 3 ROCKER COVER GASKET.,#3 ROCKER COVER GASKET LEAKING.,REMOVED & REPLACED #3 ROCKER COVER GASKET.,NUMBER 3 ROCKER COVER GASKET LEAKING.,REMOVED AND REPLACED NUMBER 3 ROCKER COVER GASKET.,NUMBER 3 ROCKER COVER GASKET LEAKING.,REMOVED AND REPLACED NUMBER 3 ROCKER COVER GASKET.,True,True,none,none,True
100043,rules,TOP L/H BAFFLE HAS A CRACK. STOP DRILLED CRACK.,TOP LEFT-HAND BAFFLE HAS A CRACK. STOP DRILLED CRACK.,TOP L/H BAFFLE HAS A CRACK.,STOP DRILLED CRACK.,TOP LEFT-HAND BAFFLE HAS A CRACK.,STOP DRILLED CRACK.,TOP LEFT-HAND BAFFLE HAS A CRACK.,STOP DRILLED CRACK.,True,True,none,none,True
